node1,node2,CN,JC,AA,RA,PA,label
729,1509,42,0.07706422018348624,9.538983975275755,0.5914026826946558,33012,1
584,784,9,0.08653846153846154,1.9600701627366939,0.09700610002456952,2380,1
512,700,19,0.08597285067873303,4.33186037797545,0.3050572092770815,10679,1
1730,1857,6,0.1016949152542373,1.5770646134611699,0.14858457962504207,1014,1
162,2011,28,0.15217391304347827,6.0766678220182015,0.32579438838518515,9027,1
611,1140,30,0.2222222222222222,6.558797992286602,0.3583797404654638,5246,1
1432,1494,4,0.09090909090909091,0.9476575299665724,0.07426713486799323,432,1
1431,1509,21,0.1206896551724138,4.470419167929406,0.2093694164279776,8316,1
865,1925,90,0.2803738317757009,18.135853836881036,0.660397566524335,42020,1
839,1217,41,0.1729957805907173,8.692777553000575,0.3989910438221763,11752,1
149,788,12,0.1518987341772152,3.317555235513534,0.38515103501401565,1014,1
70,117,6,0.04054054054054054,1.4907685418237535,0.12654057884446615,4248,1
1309,1549,29,0.17261904761904762,6.30534602994427,0.326965546585011,5010,1
273,1995,14,0.07179487179487179,3.3496264648201017,0.28740801723969,10320,1
567,729,61,0.10664335664335664,12.9490996733058,0.610477299259907,57116,1
83,218,62,0.4460431654676259,12.894179808995695,0.534344813951964,8694,1
213,1692,25,0.10638297872340426,5.354107468593693,0.285591665869454,16900,1
1197,2034,30,0.11904761904761904,6.591457379408447,0.34791029340242163,9680,1
1806,1981,17,0.056666666666666664,3.350686651910183,0.11519797764364097,24990,1
59,1655,29,0.28431372549019607,6.12553032760893,0.28744790504617007,3030,1
316,1223,29,0.10104529616724739,6.2119310783295845,0.328467806779786,23283,1
644,1108,30,0.30303030303030304,6.5763002697735535,0.35727812245685403,4004,1
113,997,9,0.07317073170731707,2.6762957819537823,0.4138515767701512,3395,1
242,392,22,0.0873015873015873,4.809519021828778,0.2469251193556565,11880,1
1298,1580,84,0.5675675675675675,16.835169179136948,0.6072142126177456,13231,1
371,1162,55,0.13613861386138615,11.417810345439378,0.48850722377782735,34848,1
445,812,9,0.04455445544554455,1.9603744962047922,0.10964589351228335,9724,1
1680,1757,19,0.07196969696969698,4.090505847070328,0.20997739832341555,12366,1
508,1263,24,0.11267605633802817,5.458727372755302,0.336796468204331,13802,1
827,1963,6,0.03314917127071823,1.4017286402466989,0.09016274205554564,1770,1
1126,1461,20,0.18691588785046728,4.262920290225407,0.19915913911123176,3850,1
1282,1595,7,0.06363636363636363,1.3694949600569624,0.04481050822934513,3182,1
354,1388,57,0.18566775244299674,11.965252230967408,0.5384828547333267,32835,1
1077,1512,5,0.11363636363636363,1.1063022628506625,0.058453268064252044,418,1
65,547,55,0.22267206477732793,11.894817362937415,0.5989889860521184,21201,1
512,971,28,0.10646387832699619,6.157779558277021,0.3462763823065512,19910,1
552,912,42,0.12209302325581395,9.016791455050248,0.45340402046431594,26640,1
330,729,27,0.04945054945054945,5.918311751786744,0.312246981631887,25676,1
208,1764,43,0.14982578397212543,9.11748376818979,0.42976642349441085,25929,1
1151,2034,40,0.12658227848101267,8.384759300370389,0.382065853161575,27588,1
562,829,26,0.10569105691056911,5.742947731468431,0.32317228037906404,13167,1
1399,1783,12,0.11009174311926606,3.3913515621845143,0.4172755771385578,2100,1
633,1757,33,0.11,7.010547672574604,0.3337727570691456,23816,1
160,831,29,0.10431654676258993,6.062155609766519,0.2960803306583154,23556,1
1901,1954,19,0.07883817427385892,4.290704920343575,0.26164862751884116,13536,1
1363,1386,37,0.12937062937062938,7.682365057040566,0.3376998796886027,25872,1
1660,1848,89,0.3037542662116041,17.792065748866445,0.6256374934884174,36120,1
1204,1365,21,0.1320754716981132,4.498410551517346,0.25030799215571137,7956,1
865,1606,88,0.3424124513618677,17.490651090999414,0.5980001552370051,29414,1
387,1140,32,0.13675213675213677,6.951846560292972,0.3655635343676863,9589,1
1441,1498,22,0.1111111111111111,4.936197482948768,0.33137364157782323,11371,1
1376,1498,22,0.1476510067114094,4.50487926202031,0.18364802018278673,7304,1
72,347,38,0.16521739130434782,8.63078158370211,0.5035810924919125,8931,1
316,743,44,0.15492957746478872,9.73859618164179,0.5869601206746103,24687,1
592,667,63,0.4405594405594406,13.116044621064272,0.5461331399848938,10168,1
982,1614,100,0.33003300330033003,20.254703873407664,0.7637976322391218,40512,1
1080,1539,25,0.10775862068965517,5.0228788456226265,0.19511261019373974,15106,1
481,844,14,0.1076923076923077,3.0255331731113624,0.16513889598688208,4700,1
532,1775,89,0.4320388349514563,17.799282104654324,0.6239616375183218,20700,1
182,509,24,0.1437125748502994,5.288389686862787,0.2908164795225946,8778,1
1127,1995,8,0.050314465408805034,1.7070477915141706,0.07630338378203512,4902,1
385,417,28,0.10144927536231885,5.897847740215234,0.3160001052772054,23100,1
342,1855,3,0.01507537688442211,0.721364553564303,0.05331145333669948,2632,1
234,1226,17,0.11038961038961038,3.513685824453405,0.1452894935238894,5978,1
437,1376,49,0.2094017094017094,10.16862839392905,0.4373396711439998,17160,1
183,1390,8,0.043010752688172046,1.8097749773204652,0.11338498609067305,4920,1
1034,1139,7,0.05384615384615385,1.5645270256735484,0.08887636929884317,4186,1
1022,1515,16,0.0893854748603352,3.414738105340545,0.17186848399034071,9164,1
181,709,35,0.14112903225806453,7.610618647911617,0.3935874744720468,17860,1
75,1516,61,0.2629310344827586,12.74121226756035,0.5729209751784526,21372,1
181,1843,42,0.1206896551724138,8.515596581713739,0.34896833373789315,37976,1
1523,2036,9,0.07142857142857142,2.0410634452241023,0.12307805585210982,4094,1
434,770,24,0.09561752988047809,5.2709721318286205,0.3092197834722644,11596,1
329,1925,19,0.07723577235772358,4.250449418688768,0.25707965744039996,9900,1
1219,1364,10,0.2631578947368421,2.477928324539125,0.20302633395774325,432,1
445,924,28,0.1308411214953271,5.839125471744894,0.24976184165534396,11832,1
321,1452,19,0.07450980392156863,4.301122272606458,0.26586502276088425,9360,1
433,1495,16,0.08040201005025126,3.797392176978547,0.2896467346276763,11214,1
761,1764,13,0.08333333333333333,2.689925020210358,0.10801064029712532,5160,1
176,1038,38,0.09547738693467336,8.281012009632251,0.4460657164635869,22243,1
28,1659,45,0.27439024390243905,9.537746549633052,0.4376273185045374,10764,1
1557,1662,64,0.48120300751879697,13.341929661603748,0.5588940120557413,9360,1
441,1454,36,0.43902439024390244,7.606129001301883,0.3478648821326152,3481,1
277,281,9,0.04433497536945813,1.8497803863861233,0.08642026860387403,11155,1
1434,1590,39,0.19306930693069307,8.309629577421795,0.3894244656281573,9828,1
56,223,8,0.057971014492753624,1.785193163241336,0.09949293367918137,2080,1
239,555,1,0.02631578947368421,0.17934166569700832,0.003787878787878788,140,1
1483,1696,96,0.183206106870229,20.542608097655105,1.015556354902924,95200,1
162,1850,8,0.04040404040404041,1.6508844367813489,0.0727187714672181,8109,1
1152,2027,26,0.11659192825112108,6.052758095284494,0.4231446126198721,12194,1
478,604,21,0.25301204819277107,4.68926190445836,0.27269779669009664,2583,1
1549,1773,47,0.14285714285714285,9.688217521301347,0.4044737484910216,34903,1
1413,1789,27,0.24770642201834864,6.172757760763492,0.3866121601158295,4624,1
1101,1147,22,0.3283582089552239,4.842542594748948,0.2684684458378686,1924,1
570,900,19,0.10555555555555556,5.15368965433197,0.6423933504279693,9718,1
1177,1323,6,0.05263157894736842,1.348493653850585,0.07862016236114013,1199,1
251,269,36,0.12371134020618557,7.739960957156889,0.42528801407067907,26390,1
4,1370,21,0.15441176470588236,4.771237375292875,0.2864389138638899,6106,1
110,1183,77,0.14836223506743737,15.956473779982822,0.67652853408996,87648,1
835,1288,22,0.08208955223880597,4.963222936199554,0.3238430113481989,15096,1
235,264,13,0.0896551724137931,2.969730736303334,0.1819645414601302,3640,1
197,1630,76,0.209366391184573,15.737301122770823,0.6432702435807542,43068,1
1195,1668,5,0.03816793893129771,1.3926158997104463,0.13912177551777105,780,1
1557,1806,62,0.32978723404255317,12.915579158416907,0.5390818536953976,13600,1
1001,1916,22,0.3013698630136986,4.8536079024829535,0.2722396589114073,2236,1
655,1724,20,0.11627906976744186,4.3060774462515745,0.2639489527393246,7920,1
388,1053,84,0.6268656716417911,16.71866876901319,0.5738006997223858,11800,1
541,1234,48,0.1348314606741573,10.324443414500116,0.5193225034613415,39780,1
1200,2043,6,0.07228915662650602,1.577704167845153,0.18421420497505525,1474,1
809,1724,29,0.05835010060362173,6.069700479720089,0.2732410425075134,27960,1
1433,1497,38,0.19791666666666666,8.072389237358072,0.38102321237226694,12864,1
1566,1632,13,0.13829787234042554,3.0478388577543263,0.2205434972570326,1530,1
44,46,39,0.20967741935483872,8.049281524155868,0.331161316065671,8624,1
809,1692,65,0.1224105461393597,13.65903629630666,0.6079075738460281,60580,1
62,64,15,0.05952380952380952,3.2245828049211007,0.15786475588522159,11180,1
795,1133,21,0.14482758620689656,4.735909353898467,0.2939024955257712,5664,1
1092,1716,18,0.09944751381215469,3.8731439710855406,0.19114636635604465,8260,1
1288,1912,35,0.09695290858725762,7.524881162480244,0.3872093962213488,38628,1
1210,1746,16,0.08839779005524862,3.6693867984978583,0.2968526358408395,9612,1
1392,1477,20,0.3125,4.634086560562909,0.3187352801962934,1323,1
64,1920,113,0.31129476584022037,22.691760718775534,0.8192741300389519,56115,1
128,334,10,0.11494252873563218,2.329386770336569,0.1934523171176916,1800,1
421,661,8,0.03463203463203463,1.830605482511211,0.1063094707035227,3978,1
352,535,3,0.03488372093023256,0.7865231156543422,0.06675828752290522,648,1
140,1694,8,0.05755395683453238,1.8514506491073568,0.11775161882701621,5372,1
1448,1775,4,0.028985507246376812,0.7668410962722039,0.021764308923417942,3105,1
595,1732,37,0.11178247734138973,7.901015985447483,0.38889815733253663,31152,1
809,1712,38,0.07851239669421488,8.361343618716505,0.475581322290324,26096,1
241,1056,13,0.4482758620689655,3.00637204607366,0.20679102769513014,440,1
1346,1784,11,0.13924050632911392,2.337758526420354,0.10858475432679317,1496,1
542,1582,32,0.0975609756097561,6.644713304084569,0.29988579476485366,31724,1
64,75,93,0.3345323741007194,18.421710410340072,0.6230574153160031,33540,1
1223,2034,54,0.13953488372093023,11.352777408334159,0.5062041972008868,48158,1
64,770,125,0.3993610223642173,25.673923911436923,1.041738101870902,47945,1
1278,1714,34,0.5396825396825397,7.199876074366113,0.3307736697321749,2170,1
1146,1611,25,0.1984126984126984,5.527328590930832,0.30831487028512367,5610,1
269,2003,34,0.11564625850340136,7.188738969589186,0.35302685690651925,26535,1
633,1663,22,0.1864406779661017,4.867433190839126,0.2727921141342306,3744,1
1806,1833,8,0.04,1.7605713876722449,0.09608184262761134,6460,1
503,1204,30,0.20689655172413793,6.65342309236018,0.3750363731621744,7446,1
528,1213,51,0.1069182389937107,10.981841471814057,0.5629392306546157,64655,1
802,1270,22,0.44,4.89046370329088,0.2916416158817101,1127,1
1496,1812,6,0.039735099337748346,1.2442338397161399,0.05598201660770027,5350,1
1114,1549,39,0.15918367346938775,8.35296609725094,0.4166021543341467,19539,1
387,798,48,0.1437125748502994,9.986679230334094,0.4457506341651468,35457,1
1756,1884,9,0.05660377358490566,1.8158961475520814,0.06739764343813179,6800,1
18,1057,25,0.10548523206751055,5.8718840124719955,0.42880299458148124,15136,1
110,545,30,0.07894736842105263,6.126317189812894,0.25674199498512396,38544,1
218,542,62,0.2995169082125604,12.909440572904714,0.5367368218315193,12978,1
119,1618,59,0.15608465608465608,12.447894024303297,0.5679264766498495,40602,1
298,742,84,0.3387096774193548,16.712163204866364,0.5746617531012043,24531,1
1312,1384,29,0.6444444444444445,6.491115851565856,0.36298372529297046,1353,1
412,1384,9,0.07692307692307693,2.326727294980835,0.24197094432944516,3485,1
1140,1234,33,0.13524590163934427,7.2177812674494035,0.3915564809986137,10062,1
1159,1954,89,0.3677685950413223,17.775501005404692,0.618602707587281,26884,1
1040,1103,41,0.21808510638297873,8.530102849914782,0.37411914932430096,12648,1
1130,1747,36,0.18848167539267016,7.656992728263923,0.3591084965985985,10020,1
865,2020,85,0.4009433962264151,17.01302991896996,0.6014734976915665,20246,1
156,1515,38,0.20540540540540542,8.122512494675018,0.3902790247239634,12412,1
355,1963,17,0.06882591093117409,3.355995820652418,0.12134617597644712,15399,1
697,1288,3,0.01327433628318584,0.8924603733449632,0.1321430215959847,1554,1
629,975,16,0.1391304347826087,3.471801439877771,0.17911880476054598,4288,1
514,1771,16,0.06374501992031872,3.5194097292373763,0.21618020771722177,17360,1
676,844,5,0.032467532467532464,1.0570509536176353,0.04683259864544606,6110,1
528,1398,18,0.0821917808219178,4.149878610289641,0.2874720334739631,8492,1
888,894,22,0.0859375,4.768216702686123,0.23851734393368348,16920,1
629,1929,4,0.043478260869565216,0.8937849529935906,0.04604316367327699,1943,1
1406,1906,38,0.4318181818181818,8.601824984924248,0.5006477538894243,3825,1
44,1069,45,0.17716535433070865,9.276050886846598,0.38320979853268294,21648,1
156,507,12,0.09448818897637795,2.628757273763795,0.14462802430993865,3424,1
526,1422,18,0.09326424870466321,3.919404625177683,0.21740837987725492,10710,1
1670,1737,19,0.1165644171779141,4.129413725634072,0.2099467198229672,6517,1
75,1386,88,0.36065573770491804,17.49408362686937,0.5984212125391476,27456,1
1388,1905,27,0.09574468085106383,5.647308987894711,0.28290191143257076,21890,1
1159,1832,18,0.0861244019138756,4.007987679540678,0.22472427899125208,12012,1
1299,1939,30,0.15384615384615385,6.756872999500083,0.40976389069735236,11016,1
75,2020,83,0.46368715083798884,16.53758100054084,0.5704430333670691,16536,1
738,2007,38,0.10106382978723404,8.340286068024835,0.4898539106316941,36449,1
670,1980,17,0.06910569105691057,3.746202265793645,0.20145457193239102,11592,1
183,891,20,0.6451612903225806,4.581435595076978,0.30127496273597587,630,1
254,313,7,0.09090909090909091,1.8708906598212023,0.24416946934450703,1748,1
1545,1859,63,0.5,13.068001087209293,0.5383709916714504,8550,1
535,1670,31,0.16939890710382513,6.897757705110631,0.3948667631770971,10773,1
524,1906,38,0.42696629213483145,8.603074893790973,0.5010248277959098,3900,1
771,1023,12,0.055299539170506916,2.612874193017948,0.1272208289986082,8820,1
760,1745,52,0.1489971346704871,11.332871281845222,0.5910564700977711,37008,1
998,1770,14,0.1,3.072419725197449,0.15606617076366022,3225,1
931,1136,24,0.08275862068965517,4.8798109051129135,0.19633832351183758,24208,1
875,1383,15,0.11538461538461539,3.413131174186333,0.20503061946526405,5226,1
726,804,14,0.12389380530973451,3.24398111338042,0.23583170648352697,3900,1
175,1403,6,0.04878048780487805,1.7224838848236192,0.26291019792366443,1998,1
437,1234,111,0.3490566037735849,22.67999719828315,0.9116716956642849,45630,1
577,1654,7,0.03888888888888889,1.3496206994403457,0.04153271532710412,6292,1
729,1659,37,0.06390328151986183,7.703574881334778,0.344749492615591,48208,1
383,1096,19,0.1043956043956044,4.055295113165363,0.1899198813935166,7650,1
39,1865,15,0.09933774834437085,3.3820352164820884,0.23366122014168533,6880,1
359,1532,8,0.04597701149425287,1.813033905943241,0.11013966398392609,6345,1
176,1306,48,0.11267605633802817,10.088694103107388,0.44775113910637304,36569,1
387,1370,29,0.10357142857142858,6.109113046435403,0.29393468990067906,19178,1
777,1546,38,0.2923076923076923,7.845262423528351,0.32515253208069655,6480,1
821,1871,18,0.11688311688311688,3.980681177041153,0.2134394445731655,5715,1
387,725,41,0.125,8.693004399165707,0.41215761737273676,32558,1
1860,1897,29,0.08262108262108261,6.555824459370629,0.41406501815528535,14196,1
748,1597,24,0.16216216216216217,5.299758825065925,0.2988418704931068,7380,1
176,1000,84,0.1870824053452116,17.411892782616494,0.7105151800614076,58812,1
848,2051,11,0.11578947368421053,2.2766183552093477,0.09374695187395378,1584,1
1353,1546,17,0.11486486486486487,4.085207820729799,0.30792695357501554,6156,1
1618,1880,18,0.08695652173913043,4.089255098076878,0.288900064621659,12194,1
15,514,31,0.1657754010695187,6.58910130073446,0.3167376943708702,11872,1
820,1436,2,0.02702702702702703,0.4213015185920659,0.01839349683108294,1443,1
579,1666,6,0.05357142857142857,1.8582973575923094,0.3091070137211409,3456,1
1685,1893,15,0.09554140127388536,3.308166263001865,0.18212070852846238,7387,1
380,1183,40,0.09876543209876543,8.74475006864425,0.4732594887498444,37516,1
905,1426,11,0.16176470588235295,2.507538403042949,0.158433920469805,804,1
723,1617,8,0.07692307692307693,1.7464422674424,0.10370158633821627,3036,1
176,1782,83,0.19347319347319347,17.256442279269578,0.736412192196486,50895,1
170,766,63,0.4064516129032258,13.065762233546469,0.5385676583408842,10360,1
1277,2042,5,0.10416666666666667,1.4246019122058902,0.17858806299817537,462,1
110,1360,17,0.056105610561056105,3.753098383216264,0.24075870140524872,14784,1
224,1577,20,0.07604562737642585,3.9330586212667877,0.13675130634677188,18900,1
526,649,17,0.05573770491803279,3.6254730939387416,0.17211827806019223,20145,1
84,1983,2,0.017857142857142856,0.4588563315790267,0.02887379148157826,1805,1
1175,1383,13,0.08125,3.0539074298990565,0.2194225136646803,7102,1
1281,1764,25,0.16447368421052633,5.472182977145282,0.28692477717350534,6192,1
1579,1895,23,0.25,5.079330839257197,0.28662583703343647,3286,1
69,191,9,0.13043478260869565,2.1248153947619635,0.1498794142555795,1440,1
1154,1181,39,0.13732394366197184,8.171934600387333,0.3549434925430682,22660,1
224,2034,43,0.14006514657980457,9.012311882088031,0.40860283203148834,26136,1
1152,1285,42,0.19534883720930232,8.725445757353802,0.37470236678776675,13650,1
1405,1704,15,0.11627906976744186,3.1617904589710046,0.151120692914891,2048,1
1221,1495,4,0.031496062992125984,1.1666833286094085,0.15105537164360694,630,1
1281,1783,4,0.027777777777777776,0.7468333430470511,0.019180036260492028,4800,1
632,776,6,0.04918032786885246,1.7657042681359485,0.2456274412282996,2160,1
201,1669,18,0.2465753424657534,4.122352509662066,0.2517834975693116,1888,1
495,778,31,0.08157894736842106,6.422223456772673,0.2689895716762821,37118,1
495,673,18,0.05863192182410423,3.9059036771516795,0.20326715353409094,13296,1
857,1938,15,0.06,3.466300436316371,0.2831209382296548,10416,1
578,1176,7,0.03684210526315789,1.6007645607760057,0.10496129613754317,5010,1
557,1793,46,0.2119815668202765,9.986368205249835,0.49644195935698315,15810,1
1233,1696,28,0.09210526315789473,6.028113112378583,0.28907108559240213,14560,1
788,1618,19,0.09844559585492228,4.895946601372776,0.5045119074799573,10452,1
1501,1582,41,0.25625,8.678558897833227,0.39570242012423806,7238,1
954,1080,21,0.19626168224299065,4.614506643255458,0.25362353325125775,3367,1
1091,1092,67,0.29385964912280704,13.887681373560813,0.5704799309836516,21700,1
1268,1683,32,0.13617021276595745,6.964200657708482,0.3583390596318354,17780,1
838,1618,14,0.055776892430278883,3.086118209667849,0.19835678182142774,17554,1
181,905,28,0.12334801762114538,6.147639084719356,0.3351990020702679,12596,1
201,429,5,0.053763440860215055,1.2596425570811938,0.1508703575393042,2301,1
1069,1994,45,0.16791044776119404,9.24929579609977,0.37818092757165267,23370,1
953,1682,15,0.3125,3.206854785845987,0.16609466861422753,950,1
1186,1544,15,0.25862068965517243,3.1467507297106336,0.15209939394321886,1290,1
1151,1187,18,0.11464968152866242,4.018812345946312,0.2267770842729211,6954,1
1001,1579,22,0.2972972972972973,4.85482212300857,0.27260250361387467,2279,1
710,1745,30,0.20270270270270271,6.78719155273991,0.4040758860558734,4896,1
28,482,21,0.08267716535433071,4.175466734521389,0.14484657851773652,18486,1
371,991,23,0.0798611111111111,4.855654643479858,0.23511643029427143,20640,1
1509,1605,21,0.12650602409638553,4.453112339967309,0.20624139462223212,7812,1
585,924,16,0.07476635514018691,3.5746516253366005,0.2108192047483382,9744,1
1714,2034,32,0.11764705882352941,6.832631621189447,0.3294253370256493,15004,1
559,641,16,0.27586206896551724,3.372653906711483,0.17251544399714208,1320,1
1768,1792,16,0.12698412698412698,3.8467291395770453,0.29477429186107357,5025,1
936,1288,13,0.05752212389380531,3.1563094750786638,0.24855169655820253,3774,1
198,242,11,0.04824561403508772,2.526080120022843,0.16421059817199798,4180,1
505,1995,35,0.16908212560386474,7.526698713678604,0.37154821309800157,14577,1
599,1183,33,0.0829145728643216,6.893965414055267,0.31854559555383194,32868,1
1018,1363,70,0.3153153153153153,14.610201116150092,0.6300274128027522,21315,1
630,1538,11,0.05116279069767442,2.5108243530211634,0.17603673197160777,7585,1
74,1156,22,0.07260726072607261,4.670453407762277,0.2265431654013521,25146,1
1505,1900,4,0.04395604395604396,0.9859010792269427,0.07821024617431803,2214,1
1015,1511,17,0.2073170731707317,3.861111338082594,0.21980147261093538,2438,1
690,1233,5,0.0364963503649635,1.9059069602860568,0.40252066996754404,4680,1
344,1764,21,0.09090909090909091,4.415715964229499,0.20620297389900707,15867,1
1529,2003,9,0.04072398190045249,1.8865256671671558,0.0839820149987312,8601,1
1823,1926,7,0.047619047619047616,1.4949253144469996,0.07167002313596228,5925,1
366,667,62,0.5210084033613446,12.89394739306199,0.5351680745843445,8118,1
385,2030,15,0.06437768240343347,3.144972891054944,0.1508491415744627,14476,1
782,1947,14,0.13861386138613863,3.290637045924297,0.22682287912191593,3124,1
248,1584,13,0.11818181818181818,2.8277545311024603,0.17472456831798655,3740,1
982,1843,94,0.31333333333333335,18.843832016433097,0.6712162932713553,38784,1
128,1206,13,0.07738095238095238,2.665978330641496,0.11299692391277925,3900,1
900,2005,40,0.31746031746031744,8.413820012663328,0.3821247358714609,6880,1
225,1869,15,0.07246376811594203,3.3504879726364183,0.18898679789887463,8840,1
1655,1732,26,0.12560386473429952,5.649618317362635,0.30733477308008667,13332,1
739,1993,83,0.4256410256410256,16.53451797732001,0.5692278509614569,16296,1
678,1555,14,0.22580645161290322,2.8791510749485405,0.1223996519204827,1408,1
578,1162,97,0.22401847575057737,20.978166587111577,1.0679069141758237,60621,1
545,1403,15,0.06198347107438017,3.59955344444475,0.2998189744383176,16206,1
1589,1812,37,0.20441988950276244,7.719307459364086,0.3407783896722273,11877,1
321,1692,55,0.1779935275080906,11.434742361326231,0.49216842739509287,30420,1
75,982,93,0.36470588235294116,18.48838899653394,0.632685400682871,29952,1
136,203,9,0.0743801652892562,2.0075072259418727,0.12810506916614267,4144,1
1018,1080,30,0.14563106796116504,6.424672435592898,0.3257673670987173,13195,1
229,1430,14,0.08917197452229299,2.9268699016730264,0.12444200003163292,4860,1
649,1923,23,0.08394160583941605,4.7232489487775675,0.18664293550936828,14220,1
1601,1630,33,0.08505154639175258,7.018239428263358,0.36366879051042367,37830,1
541,829,15,0.06880733944954129,3.446103643377993,0.24158980533838917,10710,1
173,1747,36,0.5901639344262295,7.575443894836714,0.3380694935236673,2220,1
1455,1704,62,0.45255474452554745,12.897802263886835,0.5355671995943206,9088,1
1317,1377,15,0.05791505791505792,3.3712563630455223,0.20623465542427533,15169,1
223,809,11,0.02335456475583864,2.453543772030965,0.133563113814503,7456,1
924,1537,15,0.07042253521126761,3.246241598144544,0.16341226973454562,9396,1
34,1772,9,0.07692307692307693,2.1020224887416585,0.13938604605443575,3944,1
547,1658,28,0.125,6.265091850693071,0.362222090787425,11651,1
926,1329,15,0.15,4.008648909012711,0.3876743569670942,1666,1
590,729,63,0.11954459203036052,13.169637317395834,0.5532248073590068,34584,1
322,912,90,0.27522935779816515,17.952308015990347,0.6219684238154977,35816,1
1377,1492,5,0.024390243902439025,1.1669306391274987,0.0911345547203598,2561,1
242,1699,35,0.12867647058823528,7.809531370405967,0.44613930279164216,19140,1
416,598,1,0.014705882352941176,0.2211514277946646,0.010869565217391304,770,1
83,1907,50,0.17921146953405018,10.595477924651586,0.49140268349420496,26358,1
1414,1705,4,0.05263157894736842,0.8980791900043305,0.051799561733336566,871,1
1087,1979,27,0.5625,5.797536793707578,0.27673954538880846,1400,1
545,729,67,0.1111111111111111,14.334546463687412,0.6816015691199857,76504,1
276,1237,4,0.10256410256410256,1.1625352075981679,0.1413572343149808,306,1
1079,1223,48,0.17204301075268819,9.923831463003875,0.41468731565903355,25472,1
924,1630,47,0.11244019138755981,10.022467706770865,0.5229864946400944,50634,1
728,847,10,0.04149377593360996,2.079995139338159,0.09376262822637221,9108,1
34,1505,11,0.0990990990990991,2.4952870247488153,0.14926924752105986,3672,1
1234,1246,35,0.09668508287292818,7.224188476288007,0.3181988607815301,38142,1
739,1386,83,0.4689265536723164,16.530942957356476,0.5687006719548964,14784,1
300,809,13,0.026530612244897958,3.154979988246248,0.315718009712655,17242,1
1470,1590,30,0.11538461538461539,6.209643730599527,0.2659889168262859,19089,1
981,1479,32,0.1391304347826087,6.8220675974392755,0.3210406902044915,9417,1
384,1786,37,0.24666666666666667,7.900644840498564,0.37323816022627626,8700,1
683,1792,13,0.1015625,2.881315233047246,0.17245475124133028,4950,1
633,1380,9,0.06666666666666667,1.9287879265436267,0.09684683065757037,4160,1
1051,1994,17,0.07203389830508475,3.6721860583520316,0.18378453908514683,11970,1
401,1222,16,0.07239819004524888,3.526204038791339,0.20189803150928864,11286,1
865,1993,91,0.30952380952380953,18.24214907066519,0.6680365905843726,37054,1
905,1894,26,0.13402061855670103,5.586109673878598,0.29329352389677643,10251,1
277,1056,13,0.12264150943396226,3.1215872023779907,0.24648174934461467,2134,1
1357,1909,33,0.19298245614035087,7.0557140112357315,0.3502010521543265,9315,1
1806,1832,36,0.1651376146788991,7.696675370655273,0.36495927761217445,14280,1
37,349,12,0.34285714285714286,2.870187218651989,0.2022784732189196,540,1
1918,1937,62,0.34444444444444444,12.904357294890112,0.5360045985847873,11277,1
8,1520,8,0.08333333333333333,1.6896837571800978,0.07964697190578512,2220,1
972,1465,14,0.07567567567567568,3.4879464511265375,0.3242644148909028,9894,1
865,1068,14,0.06542056074766354,2.9985013608258098,0.154084172573171,7067,1
181,274,41,0.11549295774647887,8.339291931629527,0.3465362405165565,39104,1
1707,1734,4,0.03773584905660377,0.9987062351064744,0.08503171538885824,2241,1
242,1173,27,0.0996309963099631,5.63020927184481,0.2585603824876945,17160,1
3,703,11,0.2037037037037037,2.940595198662946,0.2885786279512068,984,1
1144,1376,25,0.176056338028169,5.193778922962723,0.23468844844754463,6952,1
1229,1611,36,0.2926829268292683,7.611931151180428,0.3512322878712612,6290,1
433,744,10,0.10638297872340426,2.1616124718819094,0.10556694146568651,1335,1
72,98,89,0.30689655172413793,17.78052390063259,0.6214331075271897,34350,1
446,1995,22,0.09361702127659574,4.966299476588177,0.2988549155356703,16512,1
556,1531,13,0.07262569832402235,3.154395330148156,0.22433618736325964,4175,1
1379,1884,33,0.15492957746478872,7.363089472322854,0.428395018699486,12104,1
321,1899,57,0.19063545150501673,11.77253992261214,0.4969308890224195,28548,1
886,913,8,0.03669724770642202,1.6445020805231159,0.065953801095076,3360,1
517,722,29,0.12393162393162394,6.378628698049274,0.3417014888923417,16872,1
1728,1867,4,0.031007751937984496,0.9545886127348198,0.06411272433958459,762,1
931,1275,35,0.10835913312693499,7.402014201751323,0.3502611342209234,32040,1
27,344,34,0.2518518518518518,7.254446264925158,0.3456049188260725,5658,1
1174,1659,40,0.35714285714285715,8.484745112766676,0.391219309346292,5520,1
114,1181,47,0.1821705426356589,9.766736078857345,0.4102177217428056,18700,1
1300,1987,16,0.09142857142857143,3.563932630155196,0.21832050891444107,8614,1
555,640,23,0.20535714285714285,5.05918024799865,0.29218402858757603,3500,1
1759,1848,9,0.0379746835443038,2.141774498645002,0.1599271525905151,7560,1
872,1774,13,0.07065217391304347,3.1363221827296712,0.2592248614744916,6732,1
1,1728,16,0.06130268199233716,3.6411360760031672,0.2983569044588802,19050,1
964,1383,3,0.037037037037037035,0.5943933929126375,0.021633778141245435,1139,1
1070,1570,38,0.20652173913043478,8.060824658103579,0.37725040624939365,9296,1
70,1813,12,0.15,3.0521840240458484,0.29915392024411386,2016,1
366,1894,39,0.18309859154929578,8.084955975947507,0.3378381834741721,15147,1
1234,1693,18,0.07563025210084033,3.8762237997064353,0.20392000478200062,5148,1
